"id","airport_ref","airport_ident","length_ft","width_ft","surface","lighted","closed","le_ident","le_latitude_deg","le_longitude_deg","le_elevation_ft","le_heading_degT","le_displaced_threshold_ft","he_ident","he_latitude_deg","he_longitude_deg","he_elevation_ft","he_heading_degT","he_displaced_threshold_ft",
254820,6549,"00MO",2400,25,"TURF",0,0,"08",,,,,,"26",,,,,
257131,6550,"00MT",2000,75,"TURF",0,0,"E",,,,,,"W",,,,,
249208,6551,"00N",1900,150,"TURF-G",1,0,"18",,,,,,"36",,,,,
249382,6552,"00NC",2650,36,"ASPH-G",0,0,"05",,,,,,"23",,,,,
269409,6553,"00NJ",50,50,"ASPH",0,0,"H1",,,,,,,,,,,
248635,6554,"00NY",2350,80,"TURF",1,0,"03",,,,,,"21",,,,,
255568,6555,"00OH",2695,90,"TURF-G",0,0,"08",,,,,,"26",,,,,
269410,6556,"00OI",42,42,"CONC",0,0,"H1",,,,,,,,,,,
269411,6558,"00PA",80,80,"TURF-G",0,0,"H1",,,,,,,,,,,
264557,45773,"00PN",500,75,"TURF",0,0,"12",,,,,,"30",,,,,
251695,6559,"00PS",3100,100,"TURF-G",0,0,"08",,,,,1335,"26",,,,,1072
250124,6560,"00S",2600,90,"TURF-P",0,0,"06",,,,,,"24",,,,,
250457,6561,"00SC",2900,100,"TURF",0,0,"08",,,,,,"26",,,,,
269412,6562,"00TA",85,85,"CONC-G",0,0,"H1",,,,,,,,,,,
269413,6563,"00TE",48,48,"TURF",0,0,"H1",,,,,,,,,,,
251439,6564,"00TN",1800,150,"TURF",0,0,"09",,,,,,"27",,,,,
248688,6565,"00TS",1200,45,"TURF",0,0,"01",,,,,,"19",,,,,
269414,6566,"00TX",50,50,"CONC",0,0,"H1",,,,,,,,,,,
251342,6568,"00VA",1300,100,"TURF",0,0,"01",,,,,,"19",,,,270,
247311,6569,"00VI",1500,50,"TURF",0,0,"09",,,,,,"27",,,,,
254777,6570,"00W",3400,50,"GRAVEL-F",0,0,"14",,,,,,"32",,,,,
247637,6571,"00WA",1105,70,"TURF-G",0,0,"08",,,,,,"26",,,,,
240309,6572,"00WI",1000,60,"TURF",0,0,"09",44.3042,-89.052,,87.2,,"27",44.3044,-89.0482,,,200
250630,6573,"00WN",1440,50,"TURF-G",0,0,"05",,,,,,"23",,,,,
251212,6574,"00WV",1800,100,"TURF",0,0,"05",,,,,,"23",,,,,
253285,6575,"00XS",1475,75,"TURF-F",0,0,"17",,,,,,"35",,,,,
252236,6576,"01A",1175,40,"GRAVEL-F",0,0,"08",,,,,,"26",,,,,
265043,6577,"01AK",40,40,"CONC",1,0,"H1",,,,,,,,,,,
252134,6578,"01AL",2500,160,"TURF",1,0,"N",,,,,,"S",,,,,
265044,6579,"01AR",55,55,"CONC",1,0,"H1",,,,,,,,,,,
265045,6580,"01AZ",210,150,"TURF",0,0,"H1",,,,,,,,,,,
256815,6581,"01C",2517,120,"TURF-G",1,0,"09",43.3417,-85.7799,815,,387,"27",43.3417,-85.7703,815,,580
265046,6582,"01CA",20,20,"ASPH",0,0,"H1",,,,,,,,,,,
246361,6583,"01CL",3100,50,"ASPH-TRTD",1,0,"09",,,,,500,"27",,,,,
265047,6584,"01CN",60,60,"ASPH",0,0,"H1",,,,,,,,,,,
265048,6585,"01CO",125,40,"ASPH",0,0,"H1",,,,,,,,,,,
265049,6586,"01CT",70,70,"TURF-GRVL",0,0,"H1",,,,,,,,,,,
256042,6587,"01FA",2000,100,"TURF",0,0,"10",,,,,,"28",,,,,
256043,6587,"01FA",1500,100,"TURF",0,0,"18",,,,,,"36",,,,,
265050,6588,"01FD",110,110,"CONC",0,0,"H1",,,,,,,,,,,
254779,6589,"01FL",3000,50,"TURF",1,0,"18",,,,,,"36",,,,,800
265051,6590,"01GA",65,65,"CONC",0,0,"H1",,,,,,,,,,,
251847,6591,"01GE",2560,75,"TURF",0,0,"10",,,,,,"28",,,,,
253118,6592,"01IA",2575,50,"TURF-F",1,0,"17",,,,,275,"35",,,,,
258036,6530,"01ID",2894,100,"TURF-F",0,0,"14",42.611,-112.035,,,,"32",42.6037,-112.031,,,
265052,6594,"01IL",416,216,"TURF",0,0,"H1",,,,,,,,,,,
265053,6595,"01IN",45,45,"ASPH",0,0,"H1",,,,,,,,,,,
252362,6596,"01IS",1300,100,"TURF",0,0,"09",,,,,,"27",,,,,
254664,6597,"01J",3365,125,"TURF-P",1,0,"18",30.6909,-81.9064,59,,795,"36",30.6817,-81.905,59,,370
249830,6598,"01K",2460,110,"TURF-G",1,0,"17",,,1157,,,"35",,,,,
255679,6599,"01KS",2400,100,"TURF",0,0,"18",,,,,,"36",,,,,
265054,6600,"01KY",40,40,"CONC",0,0,"H1",,,,,,,,,,,
253175,6601,"01LA",2000,60,"TURF",0,0,"09",,,,,,"27",,,,,
253330,6602,"01LL",1600,70,"TURF",0,0,"02",,,,,,"20",,,,,
240115,6603,"01LS",1800,150,"TURF",0,0,"09",30.7227,-91.0802,,92.2,,"27",30.7225,-91.0745,,,
265055,6604,"01MA",32,32,"TURF",0,0,"H1",,,,,,,,,,,
257883,6605,"01MD",3500,100,"WATER",0,0,"16",,,,,,"34",,,,,
256660,6606,"01ME",5000,500,"WATER",0,0,"02",,,,,,"20",,,,,
256661,6606,"01ME",5000,500,"WATER",0,0,"15",,,,,,"33",,,,,
265056,6607,"01MI",50,50,"CONC",0,0,"H1",,,,,,,,,,,
249395,6608,"01MN",10000,600,"WATER",0,0,"E",,,,,,"W",,,,,
249396,6608,"01MN",10000,600,"WATER",0,0,"NW",,,,,,"SE",,,,,
269415,6609,"01MO",37,37,"CONC",0,0,"H1",,,,,,,,,,,
243448,6610,"01MT",5000,70,"ASPH-G",0,0,"13",48.795,-114.886,,148,,"31",48.7833,-114.875,,,150
246908,6611,"01NC",3200,75,"TURF",1,0,"03",,,,,,"21",,,,,
246909,6611,"01NC",2000,75,"ASPH-TURF",0,0,"18",,,,,,"36",,,,,
252153,6612,"01NE",2750,50,"TURF",0,0,"10",,,,,,"28",,,,,
249329,6613,"01NH",600,50,"TURF",0,0,"17",,,,,,"35",,,,,
269416,6614,"01NJ",125,80,"ASPH",0,0,"H1",,,,,,,,,,,
264064,45537,"01NM",2700,70,"DIRT",0,0,"02",,,,,,"20",,,,,
269417,45537,"01NM",200,70,"DIRT",0,0,"9",,,,,,"27",,,,,
250998,6615,"01NV",2000,60,"GRVL",0,0,"18",,,,,,"36",,,,,
269418,6616,"01NY",100,75,"ASPH",0,0,"H1",,,,,,,,,,,
269419,6617,"01OI",30,30,"CONC-G",0,0,"H1",,,,,,,,,,,
253176,6618,"01OK",2640,25,"ASPH",1,0,"17",,,,,,"35",,,,,
249546,6619,"01OR",4800,60,"GRVL-DIRT",0,0,"07",,,,,,"25",,,,,
269420,6620,"01PA",60,60,"TURF",0,0,"H1",,,,,,,,,,,
254074,6621,"01PN",1700,100,"TURF",0,0,"06",,,,,,"24",,,,,
255854,6622,"01PS",1200,120,"TURF-G",0,0,"03",,,,,,"21",,,,,
255011,6623,"01SC",2580,118,"TURF-F",1,0,"18",,,,,,"36",,,,,
269421,6624,"01TA",30,30,"CONC",0,0,"H1",,,,,,,,,,,
253218,6625,"01TE",2433,55,"TURF-F",0,0,"04",,,,,,"22",,,,,
255290,6626,"01TN",2700,100,"TURF",0,0,"18",,,,,,"36",,,,,
254937,6628,"01TX",500,60,"TURF",0,0,"09",,,,,,"27",,,,,
254938,6628,"01TX",700,60,"TURF",0,0,"18",,,,,,"36",,,,,
248178,6629,"01U",2700,75,"DIRT-P",0,0,"03",,,,,,"21",,,,,
248179,6629,"01U",3400,80,"DIRT-P",0,0,"15",,,,,,"33",,,,,
250607,6630,"01UT",3200,40,"DIRT-P",0,0,"E",,,,,,"W",,,,,
248071,6631,"01VA",1500,60,"TURF",0,0,"03",,,,,,"21",,,,,
269422,6632,"01WA",36,36,"CONC",0,0,"H1",,,,,,,,,,,
239731,6633,"01WI",2300,120,"TURF",0,0,"01",44.0056,-90.3905,,9.6,,"19",44.0118,-90.3892,,,
269423,6634,"01WN",40,40,"ASPH",1,0,"H1",,,,,,,,,,,
264636,45900,"01WT",28,28,"CONC-G",0,0,"H1",,,,,,,,,,,
256957,6635,"01WY",4360,75,"DIRT-TURF-G",0,0,"12",,,,,,"30",,,,,
256958,6635,"01WY",2600,65,"DIRT-TURF-G",0,0,"16",,,,,,"34",,,,,
270898,46288,"01XA",50,50,"CONC",1,0,"H1",,,,,,"H1",,,,,
269424,6636,"01XS",50,50,"CONC",0,0,"H1",,,,,,,,,,,
253115,6637,"02AK",2200,45,"GRVL",0,0,"15",,,,,,"33",,,,,
254694,6638,"02AL",2000,150,"TURF",0,0,"18",,,,,,"36",,,,,
247597,43030,"02AR",4400,45,"ASPH-G",0,0,"07",,,,,600,"25",,,,,600
250723,6640,"02AZ",4500,80,"TURF",0,0,"17",,,,,,"35",,,,,
265057,6641,"02CA",55,55,"PSP",0,0,"H1",,,,,,,,,,,
252831,6642,"02CD",2500,100,"CONC-TURF",0,0,"15",,,,,,"33",,,,,
249787,6643,"02CL",3000,60,"DIRT",0,0,"16",,,,,,"34",,,,,
255048,6644,"02CO",2670,50,"GRAVEL",0,0,"17",,,,,,"35",,,,,
265058,6645,"02CT",50,50,"ASPH",0,0,"H1",,,,,,,,,,,
246559,6646,"02FA",2485,150,"TURF",0,0,"18",,,,,,"36",,,,,
264162,45347,"02FL",1800,100,"TURF-F",0,0,"12",,,,,,"30",,,,,
255300,6648,"02GA",1200,100,"TURF",0,0,"08",,,,,,"26",,,,,
255301,6648,"02GA",1500,100,"TURF",0,0,"13",,,,,,"31",,,,,
256885,6649,"02GE",3400,100,"TURF",0,0,"09",,,,,,"27",,,,,
265059,6650,"02HI",100,100,"CONC",0,0,"H1",,,,,,,,,,,
265060,6651,"02IA",50,50,"CONC",0,0,"H1",,,,,,,,,,,
252347,6652,"02ID",2000,100,"TURF",0,0,"NE",,,,,,"SW",,,,,
250386,6653,"02II",1100,100,"TURF",0,0,"10",,,,,200,"28",,,,,
252716,6654,"02IN",1020,150,"TURF",0,0,"09",,,,,,"27",,,,,
265061,6655,"02IS",40,40,"MATS",0,0,"H1",,,,,,,,,,,
248000,6656,"02KS",1650,100,"TURF",0,0,"11",,,,,,"29",,,,,
248001,6656,"02KS",1950,150,"TURF",0,0,"18",,,,,,"36",,,,,
265062,6657,"02KY",100,100,"CONC",0,0,"H1",,,,,,,,,,,
265063,6658,"02LA",20,20,"CONC",0,0,"H1",,,,,,,,,,,
265064,6659,"02LS",24,24,"CONC",0,0,"H1",,,,,,,,,,,
265065,6660,"02MA",50,50,"ASPH",0,0,"H1",,,,,,,,,,,
250960,6661,"02ME",2400,60,"TURF",0,0,"14",,,,,,"32",,,,,
254744,6662,"02MI",2000,100,"TURF",0,0,"09",,,,,,"27",,,,,
254275,6663,"02MN",1897,192,"TURF-P",0,0,"03",,,,,,"21",,,,,
254276,6663,"02MN",2500,192,"TURF-F",0,0,"12",,,,,,"30",,,,,
254277,6663,"02MN",2553,82,"TURF-P",0,0,"13",,,,,,"31",,,,,
254497,6664,"02MO",2200,50,"TURF-G",0,0,"08",,,,,,"26",,,,,
254981,6665,"02MS",2150,60,"TURF-F",0,0,"12",,,,,,"30",,,,,
247902,6667,"02MU",1900,125,"TURF",0,0,"N",,,,,,"S",,,,,
264707,45686,"02NC",100,100,"TURF",0,0,"H1",,,,,,,,,,,
247920,6669,"02NH",3000,300,"WATER",0,0,"18W",,,,,,"36W",,,,,
269425,6669,"02NH",20,20,"TURF",0,0,"H1",,,,,,,,,,,
254643,6671,"02NV",2200,50,"TURF",0,0,"09",,,,,,"27",,,,,
269426,6672,"02NY",25,25,"TURF",0,0,"H1",,,,,,,,,,,
256138,6673,"02OH",2750,50,"TURF",0,0,"09",,,,,,"27",,,,,
246764,6674,"02OI",1500,75,"TURF",0,0,"E",,,,,,"W",,,,,
256203,6676,"02OR",2000,30,"TURF",0,0,"E",,,,,,"W",,,,,
269427,6677,"02P",100,100,"TURF-G",1,0,"H1",,,,,,,,,,,
269428,6678,"02PA",60,50,"TURF-GRVL",0,0,"H1",,,,,,,,,,,
269429,6679,"02PN",40,40,"ASPH",0,0,"H1",,,,,,,,,,,
249606,6680,"02PR",2000,50,"TURF",0,0,"06",,,,,,"24",,,,,
256249,6681,"02PS",500,100,"TURF",0,0,"01",,,,,,"19",,,,,
254954,6682,"02SC",3600,150,"TURF-G",0,0,"04",,,,,,"22",,,,,
256315,6683,"02T",4050,60,"DIRT-G",0,0,"02",,,,,,"20",,,,,
269430,6684,"02TA",32,32,"CONC",0,0,"H1",,,,,,,,,,,
269431,6685,"02TE",40,40,"CONC",1,0,"H1",,,,,,,,,,,
257585,6686,"02TN",1600,120,"TURF",0,0,"11",,,,,,"29",,,,,
253685,6688,"02TX",4800,80,"TURF",0,0,"17",,,,,,"35",,,,,240
256179,6689,"02UT",4000,30,"DIRT",0,0,"07",,,,,,"25",,,,,
256180,6689,"02UT",4000,50,"DIRT-P",0,0,"16",,,,,,"34",,,,,
247487,6690,"02VA",3000,80,"TURF",0,0,"18",,,,,,"36",,,,,500
253964,6692,"02WA",2650,50,"TURF",0,0,"16",,,,,,"34",,,,,
253202,6693,"02WI",2200,60,"TURF",0,0,"18",,,,,800,"36",,,,,
251734,6694,"02WN",1500,30,"DIRT",0,0,"13",,,,,,"31",,,,,
251224,6695,"02XS",1500,40,"TURF",0,0,"02",,,,,,"20",,,,,
251225,6695,"02XS",1320,40,"TURF",0,0,"11",,,,,,"29",,,,,
248733,6696,"03AK",1000,70,"DIRT",0,0,"07",,,,,,"25",,,,,
248735,6696,"03AK",6000,500,"WATER",0,0,"N",,,,,,"S",,,,,
248734,6696,"03AK",2600,500,"WATER",0,0,"NE",,,,,,"SW",,,,,
265066,6697,"03AL",50,50,"CONC",1,0,"H1",,,,,,,,,,,
265067,6698,"03AR",117,117,"CONC",1,0,"H1",,,,,,,,,,,
248069,6699,"03AZ",3600,60,"DIRT",1,0,"E",,,,,,"W",,,,,
265068,6700,"03CA",40,40,"CONC",1,0,"H1",,,,,,,,,,,
245857,6701,"03CO",4000,30,"ASPH-G",0,0,"13",40.2167,-104.749,4900,140,,"31",40.2083,-104.74,4950,,
248602,6702,"03FA",2000,200,"TURF",0,0,"E",,,,,,"W",,,,,
258132,6703,"03FD",2000,50,"TURF-G",0,0,"09",,,,,200,"27",,,,,1070
265069,6704,"03FL",50,40,"CONC",0,0,"H1",,,,,,,,,,,
255699,6705,"03I",2375,90,"TURF-G",0,0,"13",,,,58,,"31",,,,238,
254224,6707,"03ID",1800,100,"TURF",0,0,"11",,,,,,"29",,,,,
254122,6708,"03II",1000,200,"TURF",0,0,"N",,,,,,"S",,,,,
254941,6709,"03IL",2600,105,"TURF",0,0,"18",,,,,,"36",,,,,
265070,6711,"03IS",40,40,"CONC",0,0,"H1",,,,,,,,,,,
265071,6712,"03KS",25,25,"GRAVEL",0,0,"H1",,,,,,,,,,,
250552,6713,"03KY",2300,80,"TURF",0,0,"03",,,,,,"21",,,,,
265072,6714,"03LA",60,60,"TURF",0,0,"H1",,,,,,,,,,,
265073,6715,"03LS",40,40,"CONC",1,0,"H1",,,,,,,,,,,
258174,6716,"03M",3800,200,"WATER",0,0,"02",,,,,,"20",,,,,
256543,6717,"03MA",1600,60,"TURF",0,0,"12",,,,,,"30",,,,,
265074,6718,"03MD",50,50,"CONC",1,0,"H1",,,,,,,,,,,
251983,6719,"03ME",2400,90,"TURF",0,0,"18",,,,,,"36",,,,,
265075,6720,"03MI",20,20,"TURF",0,0,"H1",,,,,,,,,,,
254015,6721,"03MN",1940,75,"TURF",0,0,"17",,,,,,"35",,,,,
256583,6722,"03MO",2200,50,"TURF",0,0,"15",,,,,,"33",,,,,
265076,6723,"03MS",60,60,"CONC",0,0,"H1",,,,,,,,,,,
252674,6725,"03MU",2400,24,"ASPH",1,0,"17",,,,,,"35",,,,,
247862,4650,"03N",2400,50,"GRVL",0,0,"07",,,,,,"25",,,,,
255474,6726,"03NC",2750,40,"ASPH-G",0,0,"09",,,,,,"27",,,,,
253422,6727,"03ND",2600,50,"TURF",0,0,"17",,,,,,"35",,,,,
248631,6728,"03NE",2200,200,"TURF",0,0,"01",,,,,,"19",,,,,
269432,6729,"03NH",12,80,"ASPH",0,0,"H1",,,,,,,,,,,
250930,6731,"03NV",3200,30,"TURF-P",0,0,"18",,,,,,"36",,,,,
256491,6732,"03NY",2000,75,"TURF",0,0,"16",,,,,,"34",,,,,
247680,6733,"03OH",2100,60,"TURF",0,0,"N",,,,,,"S",,,,,
247679,6733,"03OH",2200,60,"TURF",0,0,"NE",,,,,,"SW",,,,,
269433,6734,"03OI",60,60,"CONC",0,0,"H1",,,,,,,,,,,
248677,6735,"03OK",1200,50,"TURF",0,0,"18",,,,,,"36",,,,,
250205,6736,"03OR",2950,60,"CONC",0,0,"07",,,,,,"25",,,,,
269434,6737,"03PA",130,80,"ASPH",0,0,"H1",,,,,,,,,,,
269435,6738,"03PN",100,100,"TURF",0,0,"H1",,,,,,,,,,,
254174,6739,"03PS",675,90,"TURF-G",0,0,"14",,,,,,"32",,,,,150
254175,6739,"03PS",925,90,"TURF-G",0,0,"16",,,,,,"34",,,,,150
254176,6739,"03PS",1130,90,"TURF-G",0,0,"18",,,,,,"36",,,,,300
252715,6740,"03S",2115,100,"TURF-G",0,0,"08",,,,,,"26",,,,,
269436,6741,"03SC",40,40,"CONC",1,0,"H1",,,,,,,,,,,
256656,6743,"03TE",3500,100,"TURF",0,0,"12",,,,,,"30",,,,,
269437,6744,"03TN",20,20,"TURF",0,0,"H1",,,,,,,,,,,
269438,6745,"03TS",90,90,"ASPH",0,0,"H1",,,,,,,,,,,
269439,6746,"03TX",150,150,"TURF",0,0,"H1",,,,,,,,,,,
256580,6747,"03UT",5000,35,"GRAVEL",0,0,"NE",,,,,,"SW",,,,,
256581,6747,"03UT",3250,35,"GRAVEL",0,0,"NW",,,,,,"SE",,,,,
252650,6749,"03WA",2800,60,"GRAVEL",0,0,"18",,,,,,"36",,,,,
254284,6750,"03WI",1500,60,"TURF",0,0,"N",,,,,,"S",,,,,
257028,6751,"03WN",2000,70,"GRVL",0,0,"07",,,,,,"25",,,,,
255081,6752,"03XS",3200,50,"TURF-DIRT",0,0,"04",,,,,,"22",,,,,
255082,6752,"03XS",1600,50,"TURF",0,0,"15",,,,,,"33",,,,,
265077,6753,"04AL",100,100,"ASPH",0,0,"H1",,,,,,,,,,,
265078,6754,"04AR",40,40,"ASPH",1,0,"H1",,,,,,,,,,,
240582,6756,"04CA",5000,150,"ASPH",0,0,"08",34.564,-117.683,,91.2,,"26",34.5637,-117.667,,,
253718,6757,"04CL",1900,100,"GRVL-DIRT",0,0,"08",,,,,,"26",,,,,600
265079,6758,"04CT",50,100,"TURF",0,0,"H1",,,,,,,,,,,
248386,6760,"04FA",2620,212,"TURF",0,0,"09",,,,,,"27",,,,,
254455,6761,"04FL",3000,100,"TURF",0,0,"09",,,,,,"27",,,,,
251866,6762,"04I",2382,120,"TURF-G",1,0,"06",39.9092,-83.1928,920,,,"24",39.9131,-83.1847,920,,
250269,6763,"04IA",2310,84,"TURF-G",0,0,"18",,,,,,"36",,,,,
248055,6764,"04ID",3000,25,"DIRT-F",0,0,"07",,,,,,"25",,,,,
247381,6765,"04II",1372,72,"TURF",0,0,"18",,,,,,"36",,,,,
258147,6766,"04IL",1700,70,"TURF",0,0,"N",,,,,,"S",,,,,
264167,45410,"04IN",4000,1000,"WATER",0,0,"13W",,,,,,"31W",,,,,
252471,6767,"04IS",2200,150,"TURF",0,0,"09",,,,,400,"27",,,,,
265080,6768,"04KS",400,60,"TURF-GRVL",0,0,"H1",,,,,,,,,,,
249845,6769,"04KY",1700,30,"ASPH",0,0,"15",,,,,,"33",,,,,
265081,6770,"04LA",40,40,"CONC",1,0,"H1",,,,,,,,,,,
256788,6771,"04LL",3700,70,"TURF",0,0,"09",,,,,,"27",,,,,
265082,6772,"04LS",60,60,"CONC-G",0,0,"H1",,,,,,,,,,,
255931,6773,"04MA",2100,300,"TURF",0,0,"16",,,,,,"34",,,,,
265083,6774,"04MD",50,50,"ASPH",1,0,"H1",,,,,,,,,,,
250921,6775,"04ME",1950,120,"TURF",0,0,"15",,,,,,"33",,,,,
249123,6776,"04MI",2000,100,"TURF-G",0,0,"18",,,,,450,"36",,,,,225
253156,6777,"04MN",2500,150,"TURF",0,0,"10",,,,,,"28",,,,,
247380,6778,"04MO",2600,150,"TURF",0,0,"18",,,,,,"36",,,,,
239977,6779,"04MS",3400,100,"ASPH-TURF",0,0,"17",32.9442,-90.8373,,180,,"35",32.9349,-90.8373,,,
247254,6780,"04MT",2100,100,"TURF",0,0,"E",,,,,,"W",,,,,
247255,6780,"04MT",1900,100,"TURF",0,0,"N",,,,,,"S",,,,,
269440,6781,"04NC",91,35,"ASPH",0,0,"H1",,,,,,,,,,,
250070,6782,"04NE",2500,100,"TURF",0,0,"N",,,,,,"S",,,,,
249124,6783,"04NJ",3500,50,"TURF",1,0,"08",,,,,600,"26",,,,,300
240873,6784,"04NV",3240,45,"ASPH",1,0,"02",35.7518,-115.668,,33.5,,"20",35.7592,-115.662,,,
256237,6785,"04NY",5200,50,"TURF",0,0,"02",,,,,,"20",,,,,1700
264637,45733,"04OG",50,100,"CONC",0,0,"H1",,,,,,,,,,,
257547,6786,"04OH",2200,70,"TURF",0,0,"N",,,,,,"S",,,,,
269441,6787,"04OK",45,45,"CONC",0,0,"H1",,,,,,,,,,,
269442,6789,"04PA",100,100,"CONC",0,0,"H1",,,,,,,,,,,
269443,6790,"04PN",70,70,"CONC",0,0,"H1",,,,,,,,,,,
269444,6791,"04SC",50,50,"CONC",0,0,"H1",,,,,,,,,,,
269445,6792,"04TA",60,40,"CONC",0,0,"H1",,,,,,,,,,,
269446,6793,"04TE",30,30,"TURF",0,0,"H1",,,,,,,,,,,
248352,6794,"04TN",3000,50,"ASPH",0,0,"01",,,,,,"19",,,,,
269447,6795,"04TS",20,20,"TURF",0,0,"H1",,,,,,,,,,,
254703,6796,"04TX",2000,50,"TURF",0,0,"12",,,,,,"30",,,,,
251630,6797,"04UT",3700,50,"DIRT",0,0,"04",,,,,,"22",,,,,
248135,6798,"04V",7745,55,"GRVL-G",0,0,"10",38.1041,-106.186,,118,,"28",38.0941,-106.163,,298,
269448,6799,"04VA",50,50,"CONC",1,0,"H1",,,,,,,,,,,
249896,6800,"04VG",3500,80,"TURF-F",0,0,"01",,,,,,"19",,,,,
249897,6800,"04VG",1800,70,"TURF-F",0,0,"11",,,,,,"29",,,,,
252792,6801,"04VT",1300,40,"TURF",0,0,"06",,,,,,"24",,,,,
253744,6802,"04W",2751,75,"ASPH-G",1,0,"06",46.0213,-92.9001,1021,66,190,"24",46.0244,-92.8902,1009,246,394
257588,6803,"04WA",1800,60,"TURF",0,0,"N",,,,,,"S",,,,,
252584,6804,"04WI",1800,100,"TURF",0,0,"09",,,,,,"27",,,,,
264555,45903,"04WN",4100,60,"ASPH",0,0,"11",,,,,,"29",,,,336.5,
269449,6805,"04WV",40,40,"CONC",0,0,"H1",,,,,,,,,,,
269450,6806,"04XS",80,60,"ASPH",0,0,"H1",,,,,,,,,,,
249330,6807,"05AK",2000,75,"TURF-GRVL",0,0,"01",,,,,,"19",,,,,
265084,6808,"05AL",1600,50,"ASPH",0,0,"H1",,,,,,,,,,,
265085,6808,"05AL",1600,50,"ASPH",0,0,"H2",,,,,,,,,,,
265086,6808,"05AL",1600,50,"ASPH",0,0,"H3",,,,,,,,,,,
265087,6808,"05AL",1600,50,"ASPH",0,0,"H4",,,,,,,,,,,
265088,6808,"05AL",1600,50,"ASPH",0,0,"H5",,,,,,,,,,,
265089,6808,"05AL",1600,50,"ASPH",0,0,"H6",,,,,,,,,,,
264096,45302,"05AR",2000,100,"TURF",0,0,"06",,,,,,"24",,,,263,
265090,6809,"05AZ",40,40,"CONC",0,0,"H1",,,,,,,,,,,
251991,6810,"05B",4000,200,"WATER",0,0,"NW",,,,,,"SE",,,,,
265091,6811,"05CA",78,78,"CONC-G",0,0,"H1",,,,,,,,,,,
240517,6812,"05CL",3700,60,"ASPH-G",1,0,"10",38.6131,-122.397,618,116,840,"28",38.6086,-122.386,618,,340
257870,6813,"05CO",2650,60,"TURF",0,0,"18",,,,,,"36",,,,,
265092,6814,"05CT",50,50,"ASPH",0,0,"H1",,,,,,,,,,,
251765,6815,"05FA",2950,100,"TURF",0,0,"08",,,,,,"26",,,,,
265093,6816,"05FD",95,95,"TURF",0,0,"H1",,,,,,,,,,,
258062,6817,"05FL",3200,60,"TURF",0,0,"09",,,,,420,"27",,,,,385
258063,6817,"05FL",1600,50,"TURF",0,0,"15",,,,,,"33",,,,,
256136,6818,"05GA",2200,60,"ASPH",0,0,"18",,,,,,"36",,,,,
252492,6819,"05IA",2450,65,"TURF-P",0,0,"09",,,,,,"27",,,,,
249604,6820,"05ID",2000,70,"TURF-GRVL",0,0,"03",,,,,,"21",,,,,
252030,6821,"05II",1800,100,"TURF",0,0,"09",,,,,,"27",,,,,
255177,6822,"05IL",3200,70,"TURF",0,0,"10",,,,,700,"28",,,,,675
255557,6823,"05IN",2000,100,"TURF",0,0,"08",,,,,,"26",,,,,
